Prottoy,-62,2.5
Prottoy,-63,2.5
Prottoy,-70,2.5
Prottoy,-73,2.5
Prottoy,-66,2.5
Prottoy,-65,2.5
Prottoy,-65,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-67,2.5
Prottoy,-66,2.5
Prottoy,-64,2.5
Prottoy,-68,2.5
Prottoy,-63,2.5
Prottoy,-64,2.5
Prottoy,-63,2.5
Prottoy,-67,2.5
Prottoy,-64,2.5
Prottoy,-63,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-68,2.5
Prottoy,-68,2.5
Prottoy,-68,2.5
Prottoy,-64,2.5
Prottoy,-63,2.5
Prottoy,-68,2.5
Prottoy,-63,2.5
Prottoy,-68,2.5
Prottoy,-63,2.5
Prottoy,-64,2.5
Prottoy,-63,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-63,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-63,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-63,2.5
Prottoy,-68,2.5
Prottoy,-68,2.5
Prottoy,-64,2.5
Prottoy,-68,2.5
Prottoy,-62,2.5
Prottoy,-62,2.5
Prottoy,-63,2.5
Prottoy,-62,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-62,2.5
Prottoy,-69,2.5
Prottoy,-70,2.5
Prottoy,-70,2.5
Prottoy,-70,2.5
Prottoy,-62,2.5
Prottoy,-64,2.5
Prottoy,-70,2.5
Prottoy,-62,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-64,2.5
Prottoy,-62,2.5
Prottoy,-70,2.5
Prottoy,-62,2.5
Prottoy,-64,2.5
Prottoy,-62,2.5
Prottoy,-64,2.5
Prottoy,-62,2.5
Prottoy,-62,2.5
Prottoy,-64,2.5
Prottoy,-62,2.5
Prottoy,-62,2.5
Prottoy,-70,2.5
Prottoy,-64,2.5
Prottoy,-70,2.5
Prottoy,-62,2.5
Prottoy,-70,2.5
Prottoy,-61,2.5
Prottoy,-61,2.5
Prottoy,-61,2.5
Prottoy,-63,2.5
Prottoy,-71,2.5
Prottoy,-70,2.5
Prottoy,-63,2.5
Prottoy,-63,2.5
Prottoy,-71,2.5
Prottoy,-61,2.5
Prottoy,-71,2.5
Prottoy,-61,2.5
Prottoy,-61,2.5
Prottoy,-70,2.5
Prottoy,-70,2.5
Prottoy,-70,2.5
Prottoy,-62,2.5
Prottoy,-64,2.5
Prottoy,-70,2.5
