Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-50,0.5
Prottoy,-50,0.5
Prottoy,-50,0.5
Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-60,0.5
Prottoy,-51,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-51,0.5
Prottoy,-59,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-50,0.5
Prottoy,-51,0.5
Prottoy,-52,0.5
Prottoy,-50,0.5
Prottoy,-59,0.5
Prottoy,-51,0.5
Prottoy,-59,0.5
Prottoy,-51,0.5
Prottoy,-50,0.5
Prottoy,-51,0.5
Prottoy,-51,0.5
Prottoy,-50,0.5
Prottoy,-59,0.5
Prottoy,-50,0.5
Prottoy,-51,0.5
Prottoy,-50,0.5
Prottoy,-51,0.5
Prottoy,-51,0.5
Prottoy,-52,0.5
Prottoy,-59,0.5
Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-59,0.5
Prottoy,-52,0.5
Prottoy,-60,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-60,0.5
Prottoy,-60,0.5
Prottoy,-60,0.5
Prottoy,-54,0.5
Prottoy,-59,0.5
Prottoy,-53,0.5
Prottoy,-59,0.5
Prottoy,-52,0.5
Prottoy,-53,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-59,0.5
Prottoy,-53,0.5
Prottoy,-60,0.5
Prottoy,-53,0.5
Prottoy,-53,0.5
Prottoy,-52,0.5
Prottoy,-61,0.5
Prottoy,-52,0.5
Prottoy,-53,0.5
Prottoy,-60,0.5
Prottoy,-52,0.5
Prottoy,-59,0.5
Prottoy,-59,0.5
Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-59,0.5
Prottoy,-52,0.5
Prottoy,-58,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-52,0.5
Prottoy,-51,0.5
Prottoy,-52,0.5
Prottoy,-59,0.5
Prottoy,-51,0.5
Prottoy,-50,0.5
Prottoy,-51,0.5
Prottoy,-59,0.5
