Prottoy,-75,3
Prottoy,-70,3
Prottoy,-70,3
Prottoy,-75,3
Prottoy,-76,3
Prottoy,-78,3
Prottoy,-75,3
Prottoy,-75,3
Prottoy,-77,3
Prottoy,-75,3
Prottoy,-72,3
Prottoy,-80,3
Prottoy,-83,3
Prottoy,-86,3
Prottoy,-78,3
Prottoy,-79,3
Prottoy,-78,3
Prottoy,-76,3
Prottoy,-77,3
Prottoy,-75,3
Prottoy,-78,3
Prottoy,-75,3
Prottoy,-79,3
Prottoy,-74,3
Prottoy,-78,3
Prottoy,-77,3
Prottoy,-74,3
Prottoy,-77,3
Prottoy,-73,3
Prottoy,-73,3
Prottoy,-79,3
Prottoy,-80,3
Prottoy,-76,3
Prottoy,-76,3
Prottoy,-76,3
Prottoy,-78,3
Prottoy,-77,3
Prottoy,-72,3
Prottoy,-70,3
Prottoy,-70,3
Prottoy,-76,3
Prottoy,-69,3
Prottoy,-74,3
Prottoy,-75,3
Prottoy,-78,3
Prottoy,-71,3
Prottoy,-77,3
Prottoy,-67,3
Prottoy,-72,3
Prottoy,-66,3
Prottoy,-64,3
Prottoy,-68,3
Prottoy,-68,3
Prottoy,-65,3
Prottoy,-73,3
Prottoy,-65,3
Prottoy,-65,3
Prottoy,-66,3
Prottoy,-72,3
Prottoy,-68,3
Prottoy,-66,3
Prottoy,-68,3
Prottoy,-66,3
Prottoy,-66,3
Prottoy,-68,3
Prottoy,-66,3
Prottoy,-66,3
Prottoy,-69,3
Prottoy,-72,3
Prottoy,-66,3
Prottoy,-73,3
Prottoy,-69,3
Prottoy,-66,3
Prottoy,-69,3
Prottoy,-66,3
Prottoy,-66,3
Prottoy,-70,3
Prottoy,-73,3
Prottoy,-70,3
Prottoy,-73,3
Prottoy,-70,3
Prottoy,-70,3
Prottoy,-66,3
Prottoy,-70,3
Prottoy,-73,3
Prottoy,-73,3
Prottoy,-66,3
Prottoy,-73,3
Prottoy,-73,3
Prottoy,-66,3
Prottoy,-66,3
Prottoy,-70,3
Prottoy,-66,3
Prottoy,-66,3
Prottoy,-67,3
Prottoy,-73,3
Prottoy,-67,3
Prottoy,-73,3
Prottoy,-71,3
Prottoy,-68,3
