Prottoy,-82,1
Prottoy,-73,1
Prottoy,-71,1
Prottoy,-74,1
Prottoy,-82,1
Prottoy,-72,1
Prottoy,-82,1
Prottoy,-82,1
Prottoy,-70,1
Prottoy,-80,1
Prottoy,-70,1
Prottoy,-80,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-81,1
Prottoy,-71,1
Prottoy,-73,1
Prottoy,-64,1
Prottoy,-70,1
Prottoy,-67,1
Prottoy,-64,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-66,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-67,1
Prottoy,-67,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-66,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-66,1
Prottoy,-66,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-66,1
Prottoy,-66,1
Prottoy,-66,1
Prottoy,-70,1
Prottoy,-66,1
Prottoy,-66,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-66,1
Prottoy,-70,1
Prottoy,-66,1
Prottoy,-65,1
Prottoy,-66,1
Prottoy,-65,1
Prottoy,-64,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-64,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-66,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-65,1
Prottoy,-66,1
Prottoy,-65,1
Prottoy,-66,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-65,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-64,1
Prottoy,-70,1
Prottoy,-70,1
Prottoy,-64,1
Prottoy,-65,1
Prottoy,-70,1
